Primary_ID,Seconday_ID,Rule_Name,Severity,Category,Rule_Type,Cloud_Provider,Description,Service,CVS_Rule_ID,Terraform_URL
1.67.1.4,1.67.1,azure_ai_computer_vision_service_has_local_authentication_enabled,HIGH,IAM Protection,custom,azure,Azure AI Computer Vision Service must have local authentication disabled,AI Computer Vision,CSE-PC-AZURE-COMPUTERVISION-16714,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#local_auth_enabled-1
1.67.2.3,1.67.2,azure_ai_computer_vision_service_not_configured_with_cmek,HIGH,Data Protection,custom,azure,Enforce customer managed key for encryption in Azure AI Computer Vision Service,AI Computer Vision,CSE-PC-AZURE-COMPUTERVISION-16723,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#customer_managed_key-1
1.67.3.1,1.67.3,azure_ai_computer_vision_service_has_public_network_access_enabled,CRITICAL,Network Security,custom,azure,Disable public access to Azure AI Computer Vision Service,AI Computer Vision,CSE-PC-AZURE-COMPUTERVISION-16731,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#public_network_access_enabled-1
1.67.5.1,1.67.5,azure_ai_computer_vision_service_is_missing_required_tags,LOW,Governance,custom,azure,IT Hygiene: Azure AI Computer Vision Service must be tagged per standards,AI Computer Vision,CSE-PC-AZURE-COMPUTERVISION-16751,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#tags-1
1.78.1.4,1.78.1,azure_ai_contentsafety_service_has_local_authentication_enabled,HIGH,IAM Protection,custom,azure,Azure AI ContentSafety Service must have local authentication disabled,AI Content Safety,CSE-PC-AZURE-CONTENTSAFETY-17814,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#local_auth_enabled-1
1.78.2.3,1.78.2,azure_ai_contentsafety_service_not_configured_with_cmek,HIGH,Data Protection,custom,azure,Enforce customer managed key for encryption in Azure AI ContentSafety Service,AI Content Safety,CSE-PC-AZURE-CONTENTSAFETY-17823,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#customer_managed_key-1
1.78.3.1,1.78.3,azure_ai_contentsafety_service_has_public_network_access_enabled,CRITICAL,Network Security,custom,azure,Disable public access to Azure AI ContentSafety Service,AI Content Safety,CSE-PC-AZURE-CONTENTSAFETY-17831,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#public_network_access_enabled-1
1.78.5.1,1.78.5,azure_ai_contentsafety_service_is_missing_required_tags,LOW,Governance,custom,azure,IT Hygiene: Azure AI ContentSafety Service must be tagged per standards,AI Content Safety,CSE-PC-AZURE-CONTENTSAFETY-17851,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/cognitive_account#tags-1
1.13.1.2,1.13.1,aks_cluster_authentication_must_set_to_rbac,HIGH,IAM Protection,custom,azure,Azure Kubernetes Service Authentication must set to Azure RBAC,AKS,CSE-PC-AZURE-AKS-11312,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/kubernetes_cluster#role_based_access_control_enabled-1
1.13.1.9,1.13.1,aks_cluster_local_accounts_must_be_disabled,HIGH,IAM Protection,custom,azure,Kubernetes Local Accounts must be disabled,AKS,CSE-PC-AZURE-AKS-11319,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/kubernetes_cluster#local_account_disabled-1
1.13.2.3,1.13.2,aks_cluster_storage_disk_must_be_encrypted_with_cmek,HIGH,Data Protection,custom,azure,Azure Kubernetes Service cluster storage disks and all agent nodes at host must be encrypted using Customer managed encryption key.,AKS,CSE-PC-AZURE-AKS-11323,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/kubernetes_cluster#disk_encryption_set_id-1
1.13.2.4,1.13.2,aks_cluster_must_encrypted_with_kms,HIGH,Data Protection,custom,azure,Key Management Service (KMS v2) etcd encryption must be implemented to an Azure Kubernetes Service (AKS) cluster,AKS,CSE-PC-AZURE-AKS-11324,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/kubernetes_cluster#key_management_service-1
1.13.3.2,1.13.3,aks_cluster_public_fqdn_must_be_disabled,CRITICAL,Network Security,custom,azure,AKS Cluster public FQDN must be disabled,AKS,CSE-PC-AZURE-AKS-11332,https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/kubernetes_cluster#private_cluster_public_fqdn_enabled-1
2.177.3.1,2.177.3,data_pipeline_dataflow_workers_is_not_configured_to_use_privateip,HIGH,Network Security,custom,gcp,Use private IPs to restrict Dataflow workers from accessing resources outside of the VPC or peer networks enhancing security by limiting exposure,DATA_PIPELINE,CSE-PC-GCP-DATAPIPELINE-217731,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/data_pipeline_pipeline#ip_configuration-1
2.177.1.4,2.177.1,data_pipeline_is_attached_with_default_service_account,HIGH,IAM,custom,gcp,Ensure default service accounts are not being used by data pippelines,DATA_PIPELINE,CSE-PC-GCP-DATAPIPELINE-217714,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/data_pipeline_pipeline#scheduler_service_account_email-1
2.177.5.1,2.177.5,data_pipeline_is_not_deployed_in_valid_us_region,HIGH,Governance,custom,gcp,Datapipelines should be deployed in approved regions us-east4 us-west2 us-central1,DATA_PIPELINE,CSE-PC-GCP-DATAPIPELINE-217751,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/data_pipeline_pipeline#region-1
2.177.2.1,2.177.2,data_pipeline_is_not_encrypted_with_cmek,HIGH,Data Protection,custom,gcp,Ensure customer managed encryption keys is being used at the time of data pipeline creation,DATA_PIPELINE,CSE-PC-GCP-DATAPIPELINE-217721,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/data_pipeline_pipeline#kms_key_name-2
2.41.2.1,2.41.2,dialog_flow_agent_is_not_deployed_in_approved_locations,CRITICAL,Data Protection,custom,gcp,Cloud DialogFlow Agents should be deployed in one of the approved locations,DIALOG_FLOW,CSE-PC-GCP-DIALOGFLOW-24121,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/dialogflow_cx_agent#location-5
2.46.2.1,2.46.2,document_ai_is_not_using_cmek_for_encryption,HIGH,Data Protection,custom,gcp,CMEK required on all instances for data-at-rest,DOCUMENT_AI,CSE-PC-GCP-DOCUMENTAI-24621,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/document_ai_processor#kms_key_name-1
2.39.3.3,2.39.3,cloud_dns_zone_type_is_set_to_public,CRITICAL,Network Security,custom,gcp,Ensure Cloud DNS Zone type is set to PRIVATE,CLOUD_DNS,CSE-PC-GCP-CLOUDDNS-23933,https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/dns_managed_zone#visibility-1
