Primary_ID	Seconday_ID	Rule_Name	Severity	Category	Rule_Type	Cloud_Provider	Description	Service	CVS_Rule_ID	Terraform_URL
1.27.5.1	1.27.5	mysql_flexible_server_is_missing_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	MYSQL_FLEXIBLE_SERVER	CSE-PC-AZURE-MYSQLFLEXIBLESERVER-12751	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/mysql_flexible_server#tags
1.46.3.2	1.46.3	bot_service_is_missing_private_endpoint	high	Network Security	custom	azure	Limit access through private endpoint	BOT_SERVICE	CSE-PC-AZURE-BOTSERVICE-14632	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/bot_service_azure_bot#endpoint
1.46.5.1	1.46.5	bot_service_is_missing_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	BOT_SERVICE	CSE-PC-AZURE-BOTSERVICE-14651	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/bot_service_azure_bot#tags
1.46.2.3	1.46.2	bot_service_is_not_encrypted_with_cmek	high	Data Protection	custom	azure	Encryption at-rest: Use customer managed keys to comply with CVS encryption standards	BOT_SERVICE	CSE-PC-AZURE-BOTSERVICE-14623	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/bot_service_azure_bot#cmk_key_vault_key_url
1.46.1.4	1.46.1	bot_service_local_authentication_is_enabled	high	IAM	custom	azure	Local authentications methods is not approved	BOT_SERVICE	CSE-PC-AZURE-BOTSERVICE-14614	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/bot_service_azure_bot#local_authentication_enabled
1.46.3.1	1.46.3	bot_service_public_network_access_is_enabled	critical	Network Security	custom	azure	Disable Public Accesss to Bot Service	BOT_SERVICE	CSE-PC-AZURE-BOTSERVICE-14631	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/bot_service_azure_bot#public_network_access_enabled
2.18.2.2	2.18.2	artifact_registry_is_not_using_cmek	high	Data Protection	custom	gcp	All Artifact registries MUST use CVSH standard CMEK	ARTIFACT_REGISTRY	CSE-PC-GCP-ARTIFACT-21822	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/artifact_registry_repository#kms_key_name
2.18.2.4	2.18.2	artifact_registry_is_not_in_allowed_locations	high	Data Protection	custom	gcp	Encryption at-rest: All Artifact registries MUST use CVSH allowed resource locations	ARTIFACT_REGISTRY	CSE-PC-GCP-ARTIFACT-21824	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/artifact_registry_repository#location
2.33.2.3	2.33.2	cloudrun_job_is_not_using_cmek	high	Data Protection	custom	gcp	Cloud Run Job must use CVSH Standard CMEK	CLOUDRUN_JOB	CSE-PC-GCP-CLOUDRUNJOB-23323	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_job#encryption_key
2.33.5.3	2.33.5	cloudrun_job_deployed_in_unapproved_locations	high	Governance	custom	gcp	Ensure cloudrun jobs are deployed in valid approved location	CLOUDRUN_JOB	CSE-PC-GCP-CLOUDRUNJOB-23353	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_job#location
2.33.1.9	2.33.1	cloudrun_job_is_using_default_service_account	high	IAM	custom	gcp	Default service account shall not be used(cloudrun job)	CLOUDRUN_SVC	CSE-PC-GCP-CLOUDRUNJOB-23319	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_job#service_account
2.33.2.2	2.33.2	cloudrun_service_is_not_using_cmek	high	Data Protection	custom	gcp	Cloud Run Service must use CVSH Standard CMEK	CLOUDRUN_JOB	CSE-PC-GCP-CLOUDRUNSVC-23322	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_service#encryption_key
2.33.5.2	2.33.5	cloudrun_service_deployed_in_unapproved_locations	high	Governance	custom	gcp	Ensure cloudrun service is deployed in valid approved locations	CLOUDRUN_SVC	CSE-PC-GCP-CLOUDRUNSVC-23352	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_service#location
2.33.1.4	2.33.1	cloudrun_service_is_using_default_service_account	high	IAM	custom	gcp	Default service account shall not be used(cloudrun service)	CLOUDRUN_SVC	CSE-PC-GCP-CLOUDRUNSVC-23314	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/cloud_run_v2_service#service_account
1.5.5.1	1.5.5	api_management_is_missing_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1551	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management.html#tags
1.5.4.3	1.5.4	api_management_is_not_configured_app_insight_for_app_level_monitoring   	high	Logging and Monitoring	custom	azure	Application Insight for application level monitoring	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1543	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management_logger#application_insights
1.5.3.1	1.5.3	api_management_is_not_disabled_public_networks_access	critical	Network Security	custom	azure	Disable public access to API Management	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1531	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management#public_network_access_enabled
1.5.3.2	1.5.3	api_management_is_not_using_internal_vnet_type	high	Network Security	custom	azure	Deploy API Management in Internal Virtual network Model only	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1532	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management#virtual_network_type
1.5.5.2	1.5.5	api_management_is_not_using_premium_or_developer	high	Governance	custom	azure	Only Developer and Premium tier version stv2.1 are allowed	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1552	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management#sku_name
1.5.2.2	1.5.2	api_management_is_not_using_tls_version_12_or_higher	high	Data Protection	custom	azure	Configure minimum required version of Transport Layer Security - TLS 1.2 or higher	API_MANAGEMENT	CSE-PC-AZURE-APIMANAGEMENT-1522	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/api_management#security
1.34.3.4	1.34.3	firewall_app_rule_is_configured_with_open_fqdn_sourceaddress_protocol    	high	Network Security	custom	azure	Application Rules: Configure fully qualified names that can be accessed from Virtual Network	FIREWALL	CSE-PC-AZURE-FIREWALL-13434	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall_application_rule_collection#rule
1.34.4.2	1.34.4	firewall_diganostic_settings_is_not_configured_to_capture_operational_logs_metric	high	Logging and Monitoring	custom	azure	Operational logs for Azure Firewall - Diagnostic settings Resource level all categories	FIREWALL	CSE-PC-AZURE-FIREWALL-13442	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/monitor_diagnostic_setting
1.34.5.1	1.34.5	firewall_is_missing_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	FIREWALL	CSE-PC-AZURE-FIREWALL-13451	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall#tags
1.34.3.6	1.34.3	firewall_nat_rule_is_not_configured_to_allow_incoming_internet_connection	high	Network Security	custom	azure	NAT Rules: Configure DNAT rules to allow incoming internet connections	FIREWALL	CSE-PC-AZURE-FIREWALL-13436	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall_nat_rule_collection
1.34.3.5	1.34.3	firewall_network_rule_is_configured_with_open_source_destination_address_destinationport_protocol	high	Network Security	custom	azure	Network Rules: Configure rules that contains source addresses,protocols, destination ports and addresses	FIREWALL	CSE-PC-AZURE-FIREWALL-13435	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall_network_rule_collection#rule
1.34.3.1	1.34.3	firewall_policy_idps_mode_is_not_deny	high	Network Security	custom	azure	Enable IDPS to monitor our network for malicious activity and block it	FIREWALL	CSE-PC-AZURE-FIREWALL-13431	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall_policy#mode
1.34.3.7	1.34.3	firewall_threat_intel_model_is_not_set_to_deny	high	Network Security	custom	azure	Enable threat Intelligence to Alert and Deny	FIREWALL	CSE-PC-AZURE-FIREWALL-13437	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/firewall#threat_intel_mode
1.36.3.3	1.36.3	loadbalancer_is_configured_with_incorrect_nat_rule	high	Network Security	custom	azure	Configure NAT rules that contains protocols, source andd destination ports	LOADBALANCER	CSE-PC-AZURE-LOADBALANCER-13633	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/lb_nat_rule
1.36.3.2	1.36.3	loadbalancer_is_exposed_with_public_ip	critical	Network Security	custom	azure	Use Internal Load Balancer only - no internet exposure with public IP	LOADBALANCER	CSE-PC-AZURE-LOADBALANCER-13632	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/lb#public_ip_address_id
1.36.5.1	1.36.5	loadbalancer_is_missing_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	LOADBALANCER	CSE-PC-AZURE-LOADBALANCER-13651	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/lb#tags
1.36.3.1	1.36.3	loadbalancer_is_not_configured_with_network_security_group	high	Network Security	custom	azure	Use NSG rules to control access to Load Balancer	LOADBALANCER	CSE-PC-AZURE-LOADBALANCER-13631	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/subnet_network_security_group_association
1.36.5.2	1.36.5	loadbalancer_is_not_using_standard_sku	high	Governance	custom	azure	Use Standard Sku load balancer	LOADBALANCER	CSE-PC-AZURE-LOADBALANCER-13652	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/lb#sku
1.48.2.2	1.48.2	recovery_service_vault_immutability_is_not_enabled	high	Data Protection	custom	azure	Enable immutability	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14822	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/recovery_services_vault.html#immutability
1.48.4.2	1.48.4	recovery_service_vault_is_missing_diagnostic_settings	high	Logging and Monitoring	custom	azure	Diagnostics Setting at Subscrption level to EventHub	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14842	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/monitor_diagnostic_setting#target_resource_id
1.48.1.2	1.48.1	recovery_service_vault_is_missing_managed_identity	high	IAM	custom	azure	Use Managed Identities for access from other azure resources, eliminating the need to store/use credentials	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14812	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/recovery_services_vault#identity
1.48.5.1	1.48.5	recovery_service_vault_is_missing_mandatory_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14851	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/recovery_services_vault.html#tags
1.48.3.2	1.48.3	recovery_service_vault_is_not_limit_access_with_private_endpoint	high	Network Security	custom	azure	Limit access through private endpoint	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14832	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/private_endpoint#private_connection_resource_id
1.48.3.1	1.48.3	recovery_service_vault_public_network_access_is_enabled	critical	Network Security	custom	azure	Disable public access to Recovery Service Vault	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14831	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/recovery_services_vault.html#public_network_access_enabled
1.37.4.1	1.37.4	traffic_manager_is_missing_diagnostic_settings	high	Logging and Monitoring	custom	azure	Diagnostics Setting at Subscrption level to EventHub	TRAFFIC_MANAGER	CSE-PC-AZURE-TRAFFICMANAGER-13741	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/monitor_diagnostic_setting#target_resource_id
1.37.5.1	1.37.5	traffic_manager_is_missing_mandatory_tags	low	Governance	custom	azure	IT Hygiene:Function must be tagged per standards	TRAFFIC_MANAGER	CSE-PC-AZURE-TRAFFICMANAGER-13751	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/traffic_manager_profile#tags
1.37.3.1	1.37.3	traffic_manager_is_missing_protocol_port_path	high	Network Security	custom	azure	Specify the protocol, the port, and the relative path	TRAFFIC_MANAGER	CSE-PC-AZURE-TRAFFICMANAGER-13731	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/traffic_manager_profile#monitor_config
2.44.2.1	2.44.2	bigtable_instance_is_not_encrypted_with_CMEK	medium	Data Protection	custom	gcp	CMEK required on all instances for data-at-rest	BIGTABLE	CSE-PC-GCP-BIGTABLE-24421	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/bigtable_instance#kms_key_name
2.81.2.4	2.81.2	cloud_sqlserver_instance_is_not_configured_with_ssl_for_connections	high	Data Protection	custom	gcp	Instances must be configured to required SSL-TLS 1.2 for all connections	CLOUD_SQLSERVER	CSE-PC-GCP-CLOUDSQLSERVER-28124	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/sql_database_instance#ssl_mode
2.81.2.1	2.81.2	cloud_sqlserver_instance_is_not_using_cmek_to_encrypt_data_at_rest	high	Data Protection	custom	gcp	CMEK required on all instances for data-at-rest	CLOUD_SQLSERVER	CSE-PC-GCP-CLOUDSQLSERVER-28121	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/sql_database_instance#encryption_key_name
2.81.3.3	2.81.3	cloud_sqlserver_private_access_is_not_configured_to_work_within_vpc	high	Network Security	custom	gcp	Google Private Service Access must be configured to allow private instance to work within the VPC	CLOUD_SQLSERVER	CSE-PC-GCP-CLOUDSQLSERVER-28133	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/sql_database_instance#private_network
2.21.5.4	2.21.5	secret_manager_is_not_in_allowed_locations	high	Governance	custom	gcp	All Secret Manager MUST use CVSH allowed resource locations	SECRET_MANAGER	CSE-PC-GCP-SECRETMANAGER-22154	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/secret_manager_secret#location
2.21.2.1	2.21.2	secret_manager_is_not_using_cmek	high	Data Protection	custom	gcp	All Secret Manager MUST use CVSH standard CMEK	SECRET_MANAGER	CSE-PC-GCP-SECRETMANAGER-22121	https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/secret_manager_secret#kms_key_name
1.48.2.3	1.48.2	recovery_service_vault_encryption_is_not_using_cmek	high	Data Protection	custom	azure	Enable encryption of Backup using CMK	RECOVERY_SERVICE_VAULT	CSE-PC-AZURE-RECOVERYSERVICEVAULT-14823	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/recovery_services_vault#key_id
1.28.5.1	1.28.5	redis_cache_is_missing_required_tags	low Governance	custom	azure	IT Hygiene:Function must be tagged per standards	REDIS_CACHE	CSE-PC-AZURE-REDISCACHE-12851	https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/redis_cache#tags
